Year,Region,Climate_Condition,Average_Temperature_C,CO2_Emissions_Tons,Traffic_Density_VehiclesPerKm2,Population_Density_PeoplePerKm2,Urbanization_Rate_Percent,Green_Cover_Percent,Climate_Change_Index
2001,North America,Tropical,2.64,283258322.8,6358.85,2577.29,17.79,46.08,0.0203
2016,North America,Temperate,-6.64,378646924.48,7620.87,531.33,63.32,45.03,0.7683
2010,North America,Polar,3.4,103843198.56,9860.98,112.24,78.29,40.8,0.401
2011,South America,Temperate,35.61,719303797.61,1845.22,231.37,27.16,21.28,0.8161
2018,Asia,Tropical,21.66,504384907.99,7671.96,93.41,61.14,29.12,0.7084
2021,Asia,Cold,26.05,709056866.71,3421.07,1112.45,83.28,11.28,0.8287
2023,North America,Temperate,2.86,249694581.27,1797.48,2402.49,79.14,19.72,0.2857
2024,South America,Polar,25.97,325113790.41,4242.7,2220.0,82.27,63.35,0.1851
2006,Asia,Temperate,-8.59,334881121.92,7948.67,9868.1,89.14,68.68,0.9719
2019,Asia,Arid,8.77,26716667.34,4675.26,3067.0,94.39,47.1,0.7173
2005,Asia,Temperate,21.34,341706824.96,5398.35,1282.93,46.5,64.59,0.834
2020,South America,Tropical,-2.7,803501268.94,9951.84,5460.17,61.19,46.78,0.0131
2023,South America,Cold,31.15,897401197.25,4021.14,8580.99,81.16,7.16,0.3545
2000,North America,Cold,1.75,518700097.32,6173.24,6783.82,72.74,69.79,0.7428
2016,Africa,Tropical,22.61,456046193.52,3684.18,2967.86,99.6,11.43,0.078
2010,Asia,Arid,10.26,31793794.08,3958.22,5620.55,11.23,49.37,0.5673
2021,Africa,Tropical,19.8,879325133.25,6971.63,7151.41,41.96,21.43,0.4291
2017,South America,Temperate,-4.63,13997203.21,9381.98,7283.76,35.29,30.48,0.0176
2020,South America,Tropical,-9.15,944805330.13,5446.47,6668.72,33.61,46.99,0.236
2016,South America,Tropical,35.48,489727032.44,7695.58,8709.4,30.03,33.37,0.2848
2006,Africa,Arid,3.48,342592559.08,937.61,8702.35,73.82,21.29,0.1119
2016,South America,Temperate,30.98,924294216.41,2151.02,5793.58,17.63,26.74,0.6315
2019,North America,Polar,39.97,25366602.12,5046.21,4304.27,76.74,27.2,0.2424
2008,South America,Polar,0.57,581843469.97,249.12,6419.29,72.41,67.36,0.2776
2016,Europe,Cold,3.26,549383591.97,2565.91,8183.94,32.57,56.91,0.8982
2019,Africa,Tropical,23.14,220101080.81,5198.14,66.46,32.76,34.81,0.4671
2021,Europe,Cold,38.27,429458543.92,198.86,9920.05,66.6,17.99,0.3921
2021,South America,Arid,35.79,652611741.94,2682.24,1837.11,78.6,57.72,0.7239
2007,North America,Polar,15.14,727404065.69,5164.61,4707.79,88.88,15.22,0.9096
2016,Asia,Tropical,29.76,1716141.85,5752.84,8721.58,86.69,18.68,0.025
2006,South America,Arid,-3.21,936916576.66,9261.23,2258.15,96.84,28.79,0.4482
2000,North America,Arid,38.87,165360847.02,6471.19,4773.18,62.32,62.22,0.6108
2012,Africa,Tropical,38.22,234346853.79,4176.62,1334.5,91.78,13.57,0.3186
2022,Europe,Arid,-1.81,264209972.25,9306.99,3956.81,82.77,12.95,0.7724
2018,Europe,Tropical,4.97,38782316.42,7859.59,1779.58,90.52,37.11,0.9715
2023,Europe,Tropical,-4.99,123929071.47,2040.09,3642.64,11.05,22.97,0.9434
2018,Africa,Temperate,3.59,986363573.02,1351.88,3740.91,96.93,41.97,0.266
2016,North America,Cold,30.8,315901520.64,6774.33,9931.78,52.62,34.36,0.2263
2012,Africa,Arid,8.92,116185789.25,5620.84,9948.18,81.84,33.27,0.9575
2015,Europe,Arid,-5.58,107884269.91,7907.25,1156.71,21.45,12.28,0.4586
2007,South America,Temperate,7.11,719740507.7,7401.11,7262.43,45.63,14.17,0.2083
2018,Asia,Temperate,39.07,854714095.37,6270.85,526.94,34.43,58.37,0.707
2017,Africa,Temperate,21.48,257695347.21,9864.5,311.62,36.25,62.58,0.2844
2000,Africa,Polar,10.81,21888602.82,5359.22,1062.29,21.09,20.25,0.2672
2013,North America,Polar,-1.67,223866928.43,1175.4,9655.2,82.52,12.37,0.8792
2018,North America,Polar,39.31,57459175.11,8291.32,9409.23,10.83,8.47,0.1625
2014,Africa,Tropical,31.04,104291541.69,2555.94,1947.34,38.13,44.54,0.0644
2017,Europe,Arid,4.07,432076611.73,7784.16,1625.11,25.7,51.5,0.2692
2001,Asia,Cold,-6.5,230688452.49,9573.22,2412.95,63.01,29.23,0.6069
2021,North America,Tropical,-7.17,516429932.65,6983.12,5160.31,32.88,49.18,0.1231
2016,Europe,Arid,-3.98,254240259.5,5980.5,5701.35,33.31,51.34,0.4716
2017,South America,Arid,19.04,940596763.8,4630.84,2223.72,53.95,65.8,0.6273
2005,North America,Temperate,36.44,906038023.96,3675.88,7568.66,68.74,9.22,0.8487
2018,Europe,Temperate,14.84,567239298.91,3562.4,3102.44,20.92,17.5,0.2299
2003,Europe,Tropical,32.15,355069568.0,6381.91,9222.09,25.8,9.45,0.8173
2000,Asia,Temperate,12.29,381765735.15,7525.17,6570.66,32.25,61.42,0.2349
2007,Asia,Arid,25.43,412440430.86,6801.24,4369.15,97.64,56.52,0.6768
2022,South America,Temperate,26.59,727851742.81,2024.18,7901.22,45.74,42.35,0.4307
2006,Europe,Polar,-1.3,452187356.52,4965.17,8180.97,63.91,10.44,0.1147
2002,Europe,Temperate,8.06,856873216.56,7926.82,2911.91,31.74,22.77,0.7143
2009,Asia,Arid,21.87,944150691.14,4783.26,3403.75,54.14,24.35,0.2178
2009,North America,Tropical,-6.47,336610207.23,5389.4,9360.19,16.67,41.45,0.1766
2018,North America,Cold,8.08,561133786.89,7722.8,1655.76,13.13,21.77,0.3583
2013,Africa,Temperate,16.74,95961480.3,6629.59,431.08,52.19,9.74,0.6533
2001,Asia,Arid,39.81,201268578.72,4122.98,4546.01,45.88,52.5,0.234
2000,Africa,Cold,13.73,414052300.94,8959.36,8014.09,22.32,24.44,0.1837
2022,Asia,Cold,30.8,206996513.19,1667.54,7718.96,71.88,34.4,0.01
2022,South America,Polar,11.6,876683930.3,9955.39,9196.11,99.36,13.3,0.4716
2017,Europe,Cold,29.82,159127969.8,1232.58,5336.67,45.61,57.17,0.4286
2006,South America,Arid,19.77,456205160.73,198.75,1009.65,66.21,41.76,0.2339
2007,Asia,Arid,34.33,606093541.22,8905.69,5891.0,96.67,63.6,0.0537
2000,Europe,Temperate,10.55,692172044.25,2487.29,7786.17,84.84,37.21,0.4293
2024,North America,Temperate,20.22,383686300.36,7310.51,942.35,51.72,66.19,0.7882
2022,North America,Temperate,21.5,869229969.66,8119.6,1734.85,76.37,62.97,0.7153
2002,Africa,Cold,10.87,568750831.93,8596.91,132.78,21.53,42.47,0.8608
2023,Asia,Cold,-2.78,440068272.67,9916.36,5940.59,56.09,65.7,0.0096
2022,Asia,Polar,-5.32,68173393.42,2975.7,8868.48,35.12,26.0,0.9664
2007,North America,Temperate,-9.17,465224778.98,7116.92,6709.93,24.5,28.77,0.3414
2021,South America,Tropical,33.68,820915104.97,1198.23,9820.58,48.37,7.96,0.9904
2024,Europe,Polar,1.82,614926477.2,4097.75,639.71,21.79,43.3,0.2526
2014,South America,Tropical,0.58,832330291.28,8487.32,9030.98,72.91,51.93,0.4715
2004,South America,Cold,26.8,494517658.93,3708.2,8142.54,51.06,55.28,0.3539
2002,North America,Polar,6.0,119343243.39,5931.4,3149.27,57.8,14.74,0.3558
2018,North America,Polar,15.3,14626205.99,5062.55,9735.53,23.17,33.87,0.8423
2000,North America,Arid,-1.87,303916327.17,6477.22,2886.5,22.58,16.5,0.7464
2014,Africa,Cold,37.99,698292481.03,9730.3,8894.15,62.51,48.04,0.9922
2007,South America,Cold,32.58,790469644.04,604.57,8808.68,98.65,15.27,0.6135
2001,Asia,Polar,33.19,296457081.79,5760.92,7579.0,18.66,63.77,0.4633
2002,Europe,Cold,10.34,496158266.96,8637.14,5639.07,35.72,19.99,0.0901
2023,Africa,Polar,28.12,421697785.53,4839.76,1208.83,88.25,23.94,0.9966
2013,Asia,Arid,-2.81,411112261.57,831.35,5324.4,16.5,60.31,0.5515
2023,South America,Polar,-9.57,232117364.49,5627.37,3574.39,88.83,34.8,0.7005
2013,North America,Cold,-9.0,137234733.92,3354.14,7924.25,57.19,6.56,0.4067
2010,South America,Cold,19.33,197491869.67,1591.67,7583.71,46.74,37.15,0.5477
2015,Europe,Polar,12.77,56277054.78,8497.89,9107.02,37.87,10.5,0.9426
2003,Africa,Polar,15.9,198932611.08,5239.92,158.15,36.74,69.05,0.1664
2019,Africa,Polar,-9.63,10191696.73,9336.1,8092.94,37.52,43.23,0.2924
2004,Europe,Temperate,11.13,627631142.24,8069.86,9385.24,89.63,21.67,0.1521
2021,Asia,Cold,25.9,317059031.98,6945.07,7895.11,75.14,41.64,0.7922
2020,Asia,Cold,12.13,973171566.72,100.0,1310.64,70.28,10.0,0.062
2013,Africa,Temperate,26.61,194523333.73,4306.84,821.98,81.89,56.99,0.0816
2022,Africa,Polar,1.65,346482741.74,2014.99,218.24,33.14,65.15,0.2985
2015,North America,Arid,30.66,358483317.48,9112.44,6291.16,65.62,61.84,0.5142
2017,Asia,Polar,19.42,9443044.57,1787.11,6300.43,51.41,27.21,0.4063
2006,Europe,Polar,0.54,839368745.09,2896.3,9869.27,80.42,26.17,0.0448
2009,Asia,Temperate,1.84,32962465.68,5192.53,3986.45,37.83,7.28,0.9575
2006,North America,Cold,21.4,940239654.89,2670.47,3325.74,67.89,47.34,0.9529
2000,Africa,Polar,31.5,892182276.74,2138.15,6248.01,89.4,39.77,0.2794
2022,Africa,Cold,10.78,535986394.17,6011.04,8257.83,46.19,34.86,0.7315
2020,North America,Tropical,2.92,544051979.34,934.85,9368.37,16.0,64.0,0.5786
2018,Europe,Cold,33.35,654124145.03,628.77,8033.21,56.44,15.91,0.2375
2015,Africa,Arid,23.46,387662961.92,3753.84,4272.47,41.14,5.63,0.2622
2018,South America,Arid,12.4,647575061.11,7220.61,6352.79,70.5,9.77,0.4912
2003,Africa,Polar,14.4,45723620.3,5570.33,8564.43,95.59,19.52,0.4192
2017,South America,Cold,0.21,54993579.72,4257.62,4911.19,53.7,7.16,0.2912
2001,North America,Polar,21.34,457773189.2,5679.23,2174.7,51.96,37.68,0.8075
2000,North America,Temperate,7.94,550072678.8,3686.24,1705.54,68.91,25.42,0.4815
2014,Africa,Arid,39.78,887929822.7,9364.66,11.58,19.31,16.73,0.6548
2004,Asia,Polar,14.01,105555973.27,596.3,7185.2,32.82,53.76,0.1893
2019,South America,Temperate,14.29,822825279.27,6750.25,1119.86,92.71,18.29,0.5335
2010,Europe,Polar,18.29,210837289.95,8918.26,2445.95,70.29,49.69,0.318
2009,Africa,Cold,35.84,394689564.86,8048.65,2985.78,11.21,27.7,0.5264
2001,Europe,Cold,30.04,317285832.39,1881.21,5608.19,28.42,38.27,0.7808
2002,Africa,Cold,12.56,400755117.59,2994.47,3985.59,71.46,65.7,0.7689
2022,Asia,Cold,25.93,151345002.57,7184.63,6749.99,78.8,7.43,0.3542
2022,Asia,Tropical,19.31,504066504.33,888.49,565.83,85.59,37.52,0.6943
2011,Asia,Temperate,14.62,801840947.24,8128.02,1248.15,36.3,60.54,0.9413
2019,Asia,Temperate,-0.38,442092476.37,7203.12,4997.12,93.79,43.22,0.6257
2004,North America,Cold,13.2,491122962.32,7309.59,3376.28,59.77,23.0,0.1484
2004,North America,Tropical,2.29,848918817.7,1047.4,2965.18,72.69,30.85,0.6797
2005,South America,Cold,35.74,706352056.52,7191.72,679.61,63.71,49.22,0.1049
2008,Europe,Tropical,6.77,490963954.11,6814.19,8958.23,21.05,62.9,0.8721
2001,Africa,Cold,37.61,258437952.54,8317.68,6921.27,96.68,7.67,0.5167
2020,Africa,Arid,16.65,885041820.1,463.88,1224.97,21.06,9.65,0.3851
2011,North America,Arid,21.58,577443381.29,279.95,659.81,32.94,26.13,0.057
2002,Africa,Polar,17.15,221926462.5,3761.42,9748.98,83.23,20.13,0.3808
2019,North America,Cold,-3.53,269850632.89,1530.44,6814.91,65.67,22.22,0.9032
2021,South America,Temperate,8.79,803329955.85,5605.93,4180.39,85.43,19.38,0.021
2011,Europe,Polar,-5.04,45101416.53,9177.62,7020.29,56.42,17.73,0.4746
2023,South America,Arid,21.15,992100094.84,3945.22,7565.75,43.93,13.49,0.9312
2016,Asia,Cold,12.34,131221328.04,8457.26,7801.82,92.97,65.71,0.3948
2009,Asia,Polar,28.9,796272456.87,52.4,4783.99,13.26,14.37,0.4282
2023,Asia,Cold,1.02,395380541.45,1726.72,4304.53,87.05,18.29,0.5786
2013,South America,Arid,-1.77,492723967.1,352.71,120.17,30.77,21.01,0.4629
2022,Africa,Polar,10.32,880769926.89,3315.06,9266.31,86.39,65.65,0.1686
2016,Europe,Arid,36.33,413498278.4,9086.49,6037.05,22.53,54.12,0.0186
2017,Asia,Tropical,25.52,537956259.92,1014.67,2039.51,62.22,56.33,0.6098
2018,Asia,Arid,10.95,50250362.75,6083.78,9196.84,89.93,11.81,0.9208
2016,Asia,Cold,15.86,3345126.39,4542.38,9150.17,52.62,59.36,0.1064
2013,Europe,Temperate,-5.79,245555073.13,9387.76,9891.95,77.19,31.53,0.211
2008,Asia,Arid,39.23,680902509.83,1269.07,8741.83,82.42,22.08,0.3702
2007,Europe,Temperate,23.32,122143628.47,2159.68,9977.87,76.28,42.42,0.8087
2001,Asia,Tropical,4.27,114648196.85,343.94,2454.42,93.28,58.44,0.2693
2012,South America,Polar,19.29,411549647.43,4367.66,8424.07,50.22,55.61,0.8821
2024,South America,Polar,-4.53,648189201.57,2814.44,8232.05,25.58,62.85,0.055
2006,Europe,Temperate,38.29,712359920.26,8705.56,2317.09,14.3,65.33,0.941
2008,South America,Polar,-1.26,179272223.42,6069.16,993.39,32.18,20.48,0.5607
2021,Europe,Arid,22.4,80508559.22,6160.2,9794.41,22.89,32.55,0.6588
2021,South America,Temperate,2.27,940456636.91,5342.51,2967.29,60.22,5.95,0.3677
2010,South America,Cold,25.88,261405716.18,963.91,8710.21,26.65,62.16,0.782
2013,Europe,Arid,28.84,853493151.11,4477.94,51.23,13.5,15.05,0.1666
2003,Africa,Arid,23.67,863627959.01,9995.08,220.04,13.24,61.0,0.0489
2012,South America,Arid,20.72,772750069.17,8360.53,4664.05,84.84,26.41,0.3955
2001,Asia,Cold,34.62,169664773.05,8939.92,2394.76,63.23,28.93,0.8537
2022,Africa,Tropical,-6.07,821979657.79,8241.1,6901.51,42.23,7.54,0.7549
2004,Europe,Polar,6.55,769481308.68,1075.26,5659.99,90.48,26.25,0.5172
2010,Africa,Temperate,2.41,597126267.12,2313.11,784.08,16.32,62.74,0.5721
2005,North America,Tropical,39.4,337864833.13,81.06,1634.66,98.23,6.66,0.1299
2017,North America,Temperate,9.47,263246095.66,3069.93,3886.61,65.47,31.41,0.8407
2020,South America,Polar,26.63,122767322.87,1130.64,1864.18,26.51,7.04,0.787
2009,South America,Cold,24.24,510247309.83,4754.29,7924.3,71.12,29.11,0.6565
2003,Asia,Arid,0.6,585675614.63,6787.42,4166.54,78.7,16.22,0.4662
2008,Africa,Arid,1.95,359979651.53,8751.33,943.38,48.64,21.39,0.9645
2005,North America,Cold,4.06,475883708.61,7504.71,4848.59,87.55,62.04,0.879
2001,South America,Tropical,10.56,364150942.91,9388.93,917.47,23.57,33.34,0.6444
2016,Africa,Tropical,1.72,641365051.26,586.29,1298.08,35.1,22.8,0.3718
2004,South America,Temperate,-9.02,901357948.59,171.19,2403.7,18.41,43.31,0.618
2024,South America,Cold,33.97,164756341.78,6630.31,8596.68,28.98,14.24,0.5754
2005,North America,Tropical,38.28,382027401.09,2929.06,9246.88,31.49,21.86,0.3942
2011,North America,Cold,7.08,141727735.35,2572.34,8264.31,92.59,40.51,0.3067
2022,South America,Polar,6.93,625318826.64,3342.33,3347.43,17.03,20.44,0.407
2020,Europe,Arid,-9.65,729141638.98,2734.47,2731.74,48.47,49.14,0.5739
2009,South America,Arid,24.01,931980819.86,5138.79,5496.07,57.92,36.95,0.4281
2021,South America,Arid,31.27,279593054.33,4429.48,7221.31,90.88,55.18,0.2636
2020,Asia,Cold,-2.67,950260994.66,5148.66,9933.79,99.79,66.64,0.761
2024,Asia,Cold,-2.02,64199409.15,6743.5,1324.39,77.8,12.53,0.5315
2005,Asia,Temperate,29.5,603410849.5,3901.95,502.43,97.37,26.75,0.0677
2007,Europe,Arid,20.81,58075586.62,2550.51,6946.62,80.84,25.77,0.3683
2001,Europe,Temperate,-7.76,893880413.57,1703.7,8323.94,96.69,14.83,0.8849
2011,South America,Arid,21.13,530279248.01,3527.27,8465.02,73.65,57.67,0.7552
2012,Asia,Temperate,5.45,669679002.41,7430.97,6787.85,17.18,54.39,0.3232
2024,Europe,Temperate,8.44,831742351.98,7579.21,9540.62,46.17,36.49,0.9382
2020,North America,Polar,28.49,151160311.86,6685.71,5114.94,68.19,39.96,0.0766
2006,South America,Temperate,30.55,39552970.38,2378.58,9139.01,41.56,8.87,0.9612
2009,Africa,Cold,10.02,879002264.77,5901.46,9678.44,34.6,41.11,0.2457
2012,South America,Temperate,37.36,315618294.23,5728.36,8473.1,61.97,56.44,0.0091
2016,Africa,Arid,10.32,129849929.02,4868.45,3104.49,94.02,42.3,0.4338
2020,Asia,Temperate,28.59,468992775.85,5522.29,1970.19,13.15,22.24,0.359
2013,Africa,Tropical,14.19,598707769.62,4943.32,5485.72,79.23,48.39,0.5391
2001,Asia,Arid,34.88,31939632.82,5676.29,4535.62,75.05,28.5,0.7968
2021,North America,Tropical,35.39,275620762.6,7169.28,8778.81,96.76,40.42,0.8424
2010,Africa,Arid,-5.63,33767074.4,1140.8,1009.32,93.76,36.69,0.4012
2000,South America,Cold,36.82,420915053.81,7508.78,2584.82,78.6,29.78,0.4298
2018,Asia,Cold,31.28,895204929.04,1402.07,7520.47,56.84,51.73,0.1482
2020,South America,Cold,29.57,982669759.08,712.95,958.92,28.38,62.45,0.0475
2003,Europe,Tropical,0.05,637410505.95,9761.99,3214.44,59.07,5.34,0.6412
2018,Asia,Polar,30.26,162476056.09,9572.07,3877.68,78.88,65.69,0.0644
2020,Africa,Arid,32.51,905943540.61,651.34,6229.71,90.61,38.25,0.7338
2010,Asia,Cold,4.46,516731575.38,4460.37,1589.75,81.07,50.55,0.5391
2007,South America,Arid,37.61,154595562.79,1903.14,8607.44,27.57,60.62,0.1986
2010,North America,Tropical,-7.51,921804942.78,4879.18,4480.95,63.97,35.36,0.5395
2003,Asia,Polar,-2.5,757711581.67,8310.26,9171.05,39.9,59.27,0.183
2016,Africa,Tropical,16.88,731973567.45,9508.59,4684.02,10.83,16.55,0.4387
2006,Europe,Arid,18.79,709471523.09,6360.81,2757.65,28.02,15.35,0.7996
2007,North America,Polar,22.26,201139481.28,3571.36,1426.87,20.19,47.74,0.4619
2002,Europe,Polar,-9.15,211795685.02,6053.09,47.41,85.84,61.56,0.1487
2021,Asia,Tropical,38.02,688604705.43,3154.41,5326.25,33.27,63.01,0.7238
2001,South America,Cold,-7.77,220503027.36,9102.75,1080.5,35.62,46.84,0.1868
2022,South America,Arid,-2.85,439233025.11,8710.48,3923.36,96.39,39.16,0.7385
2014,Africa,Temperate,-9.3,782219823.77,5604.41,5896.82,44.12,26.54,0.4794
2023,South America,Temperate,18.34,784168565.58,3281.75,2764.1,10.86,68.7,0.4537
2021,North America,Tropical,36.61,453808510.75,2969.23,1760.49,35.55,25.78,0.8514
2021,South America,Arid,23.3,792397748.34,382.51,7749.47,20.74,53.37,0.7086
2004,Africa,Arid,31.13,838783174.4,8167.42,9468.44,19.25,39.58,0.0329
2023,Asia,Tropical,-9.34,655120975.53,4531.31,1013.4,16.97,44.55,0.2962
2000,Asia,Arid,17.1,229197426.46,3285.07,1564.35,63.39,30.58,0.8709
2003,South America,Cold,12.98,274737768.61,4737.55,9600.53,27.04,67.71,0.0183
2014,Europe,Tropical,14.95,315526314.25,8196.44,387.46,42.51,42.16,0.5453
2019,Asia,Cold,-6.39,117687303.63,1289.91,9776.55,87.58,65.96,0.7278
2018,South America,Arid,24.22,273886460.75,8583.68,56.4,48.19,5.49,0.6219
2002,Africa,Tropical,15.16,210309705.09,8980.21,8737.95,92.41,42.22,0.7605
2019,South America,Arid,28.26,455873421.06,9469.74,3080.18,54.81,51.62,0.7257
2010,Asia,Tropical,14.26,908529110.32,4005.01,9386.5,45.9,53.43,0.692
2016,Africa,Arid,-2.53,105375836.44,2210.55,3176.28,77.54,63.82,0.8215
2012,South America,Cold,22.41,720547656.02,3767.73,6546.52,16.59,5.29,0.6457
2010,North America,Cold,-1.38,687595721.41,3362.48,809.53,18.05,5.02,0.4024
2001,Africa,Arid,33.62,96658444.46,1802.73,2430.87,68.68,35.7,0.4719
2008,North America,Tropical,20.66,922649832.5,6092.3,7739.06,53.82,6.9,0.7167
2001,Europe,Temperate,-2.14,568903729.95,4792.41,5291.57,81.14,68.34,0.8763
2020,Africa,Cold,38.12,364361795.61,8663.72,9280.41,92.46,19.43,0.2722
2008,North America,Cold,15.92,756782044.91,369.49,4293.23,44.95,35.72,0.3421
2008,Asia,Temperate,-6.36,258108092.94,6456.49,8699.43,63.68,8.97,0.9307
2007,Asia,Arid,21.34,693816327.21,7641.34,4495.06,55.06,38.93,0.5785
2016,Europe,Tropical,2.66,40671496.36,7606.89,9792.69,98.34,29.7,0.179
2000,Africa,Arid,30.18,839568629.57,8866.44,9598.75,84.8,7.9,0.6637
2024,Africa,Polar,30.89,448722676.17,7303.89,3298.08,92.06,26.78,0.9908
2010,Africa,Cold,38.95,637056221.44,9281.71,8860.38,32.89,30.44,0.8235
2007,Europe,Polar,15.09,222016581.99,3359.93,8477.64,79.53,69.34,0.7457
2009,Africa,Cold,12.75,677396638.95,5056.93,2114.7,33.89,18.51,0.208
2024,Asia,Cold,27.67,772468035.62,190.09,6246.66,28.79,40.41,0.8761
2006,North America,Polar,-3.38,473739973.7,119.23,736.1,94.98,69.18,0.5258
2002,Asia,Polar,17.35,618109197.14,2439.26,8368.74,11.74,56.48,0.8893
2002,Asia,Arid,17.31,456869597.9,1053.03,1753.71,96.88,69.57,0.3298
2017,North America,Polar,-5.53,894197277.89,2639.1,717.44,23.43,67.94,0.0621
2004,Asia,Arid,10.9,498371311.33,1811.58,4008.19,83.75,36.82,0.476
2011,Europe,Arid,32.66,841966900.32,333.77,5773.45,34.83,50.26,0.2698
2011,North America,Arid,32.81,801550706.21,9097.58,8550.62,41.56,12.18,0.7152
2018,Asia,Cold,-5.04,411094316.53,131.82,9742.68,29.51,33.67,0.9571
2005,South America,Cold,-5.46,230854407.37,7374.02,4400.53,62.7,57.59,0.691
2001,Asia,Polar,3.13,406676050.43,1563.87,613.86,41.33,37.85,0.8869
2011,Europe,Cold,33.74,826391158.4,9126.68,7493.66,69.17,50.68,0.453
2018,Africa,Polar,-3.55,228404903.28,8933.32,5656.08,11.41,53.47,0.7716
2004,Asia,Cold,26.0,524911909.51,6556.32,4484.43,15.79,21.48,0.843
2011,Africa,Tropical,-4.94,806290651.21,6738.73,3099.6,18.97,61.92,0.7109
2016,South America,Tropical,21.16,354123997.65,103.12,5028.96,47.71,34.89,0.5078
2016,Asia,Polar,7.8,642567427.37,9849.47,3393.41,83.33,18.66,0.6259
2009,North America,Cold,29.45,246385942.47,8784.43,7572.55,89.94,61.25,0.7005
2024,Africa,Cold,1.68,110170165.92,8956.31,5443.5,32.03,32.16,0.2531
2022,South America,Arid,21.96,794589840.87,6609.48,8769.71,61.69,53.77,0.8096
2016,North America,Temperate,1.78,99869654.79,3480.63,5440.0,79.15,40.62,0.9503
2014,North America,Polar,25.68,272110013.68,8941.8,2390.24,35.99,29.82,0.4652
2011,North America,Temperate,33.68,855254312.58,2950.59,8512.41,46.81,57.64,0.7011
2015,North America,Temperate,-3.66,347122817.79,5648.98,5576.62,57.16,42.99,0.737
2023,Asia,Polar,33.33,973072304.16,1042.32,2076.34,22.14,30.39,0.6622
2018,Asia,Cold,19.68,979754600.44,9223.46,6238.84,12.34,12.12,0.5471
2007,Asia,Polar,-3.64,269007744.43,1450.67,3583.59,23.75,63.2,0.8816
2020,South America,Temperate,11.38,41937244.03,2287.72,8445.61,66.42,7.31,0.4489
2016,South America,Cold,-1.96,705358220.92,5603.43,4538.46,16.63,61.11,0.0611
2022,South America,Tropical,25.02,451535516.15,7652.73,7267.15,27.07,28.4,0.8446
2004,Europe,Polar,27.94,101652091.12,6212.55,964.41,40.41,46.56,0.674
2021,South America,Polar,-4.71,707815296.16,2359.73,3966.28,17.01,64.94,0.8493
2015,Asia,Cold,15.31,32143734.2,59.38,9832.58,27.25,14.86,0.1385
2005,Asia,Tropical,30.73,870326493.8,7583.65,8086.52,92.01,41.85,0.0308
2007,Europe,Tropical,36.81,139513876.58,9852.81,1607.81,11.74,54.69,0.9344
2024,Europe,Cold,15.68,128184566.87,8108.64,2784.86,68.81,54.24,0.1477
2017,South America,Arid,37.51,176496625.67,4629.06,3304.86,44.6,39.17,0.8097
2024,Africa,Polar,16.78,960306092.13,9042.48,6507.15,70.54,45.61,0.8232
2011,Europe,Polar,9.71,693476190.89,4127.98,7572.38,62.98,54.24,0.7087
2014,North America,Temperate,32.41,801570163.93,5273.09,7497.77,30.11,59.67,0.1313
2008,Asia,Cold,14.65,398237350.75,4797.44,5103.64,86.25,54.52,0.6674
2012,North America,Temperate,13.6,336976414.78,4503.86,8110.1,54.27,28.01,0.8891
2014,Asia,Temperate,14.52,235249522.78,7763.15,4376.41,84.03,69.79,0.4255
2009,Asia,Tropical,32.34,481167380.28,5291.35,1247.57,46.54,33.24,0.4135
2015,Europe,Polar,31.6,552276904.8,3201.34,5648.77,98.62,6.59,0.4429
2006,Europe,Temperate,10.18,632143068.81,2618.67,9523.49,79.34,28.57,0.0823
2016,North America,Tropical,6.66,257861385.49,425.59,7932.01,96.94,13.31,0.892
2022,Asia,Cold,14.6,948705426.82,5852.79,5791.22,56.29,12.89,0.8692
2020,North America,Temperate,18.64,170588739.71,2338.12,6471.59,52.63,23.3,0.9979
2021,Africa,Polar,1.92,965687521.59,1523.93,9306.31,77.99,8.47,0.5852
2006,North America,Temperate,29.7,15841266.38,6555.61,4289.14,89.23,49.75,0.7512
2013,South America,Cold,14.32,481644566.13,6828.03,3320.63,96.77,9.81,0.2027
2014,North America,Temperate,6.7,334034470.28,7533.94,9772.64,39.21,18.21,0.6675
2020,South America,Polar,-4.66,449674290.52,5060.59,8635.8,81.88,11.04,0.6497
2006,South America,Tropical,1.94,571093914.4,8945.84,3237.21,28.96,9.11,0.9012
2008,South America,Polar,37.46,436153568.85,9366.61,4643.17,59.1,22.4,0.8308
2018,Africa,Tropical,5.25,415432003.45,8083.34,4156.63,26.19,42.17,0.9385
2015,North America,Arid,-1.56,732990692.0,6374.16,1499.47,41.27,67.7,0.8688
2007,North America,Polar,13.03,686190398.81,3072.02,9578.62,93.82,61.91,0.8687
2017,Africa,Polar,5.35,833438010.75,9830.3,4049.08,23.15,61.94,0.0637
2022,Asia,Cold,-8.24,250709022.26,2777.65,8754.54,66.92,16.44,0.846
2017,Europe,Temperate,6.16,609918981.24,2066.44,1901.67,63.37,22.22,0.6075
2019,North America,Tropical,17.21,585609590.61,4449.43,5483.23,20.87,9.97,0.3804
2006,Europe,Tropical,17.59,370368073.06,615.56,249.37,39.34,55.6,0.0565
2002,Africa,Cold,7.83,486571484.36,9786.02,7644.56,60.67,9.54,0.6777
2017,Asia,Cold,12.37,314468361.16,5904.91,5813.33,26.85,41.19,0.3282
2009,Asia,Temperate,38.28,142702553.22,5591.67,6259.64,82.06,21.11,0.4678
2006,Asia,Temperate,8.87,214587409.45,6575.17,526.69,97.49,20.82,0.6817
